"key","household"
"彰化縣溪湖鎮平和里",265
"彰化縣溪湖鎮忠覺里",432
"彰化縣溪湖鎮東寮里",1265
"彰化縣溪湖鎮東溪里",446
"彰化縣溪湖鎮汴頭里",1050
"彰化縣溪湖鎮河東里",613
"彰化縣溪湖鎮湖東里",1691
"彰化縣溪湖鎮湖西里",858
"彰化縣溪湖鎮湳底里",245
"彰化縣溪湖鎮田中里",297
"彰化縣溪湖鎮番婆里",561
"彰化縣溪湖鎮西勢里",749
"彰化縣溪湖鎮西寮里",731
"彰化縣溪湖鎮西溪里",656
"彰化縣溪湖鎮頂庄里",237
"彰化縣田中鎮三光里",324
"彰化縣田中鎮三安里",573
"彰化縣田中鎮三民里",554
"彰化縣田中鎮中潭里",658
"彰化縣田中鎮中路里",835
"彰化縣田中鎮北路里",1321
"彰化縣田中鎮南路里",460
"彰化縣田中鎮大崙里",476
"彰化縣田中鎮大社里",311
"彰化縣田中鎮平和里",522
"彰化縣田中鎮復興里",571
"彰化縣田中鎮新庄里",890
"彰化縣田中鎮新民里",1473
"彰化縣田中鎮東源里",306
"彰化縣田中鎮東路里",453
"彰化縣田中鎮梅州里",460
"彰化縣田中鎮沙崙里",574
"彰化縣田中鎮碧峰里",333
"彰化縣田中鎮西路里",945
"彰化縣田中鎮頂潭里",464
"彰化縣田中鎮香山里",310
"彰化縣田中鎮龍潭里",229
"彰化縣田尾鄉仁里村",533
"彰化縣田尾鄉北曾村",539
"彰化縣田尾鄉北鎮村",395
"彰化縣田尾鄉南曾村",451
"彰化縣田尾鄉南鎮村",225
"彰化縣田尾鄉打簾村",490
"彰化縣田尾鄉新厝村",102
"彰化縣田尾鄉新生村",448
"彰化縣田尾鄉新興村",347
"彰化縣田尾鄉柳鳳村",286
"彰化縣田尾鄉正義村",308
"彰化縣田尾鄉海豐村",513
"彰化縣田尾鄉溪畔村",432
"彰化縣田尾鄉溪頂村",253
"彰化縣田尾鄉田尾村",452
"彰化縣田尾鄉睦宜村",360
"彰化縣田尾鄉福田村",285
"彰化縣田尾鄉豐田村",259
"彰化縣田尾鄉陸豐村",296
"彰化縣田尾鄉饒平村",919
"彰化縣社頭鄉仁和村",258
"彰化縣社頭鄉仁雅村",1010
"彰化縣社頭鄉協和村",751
"彰化縣社頭鄉埤斗村",347
"彰化縣社頭鄉山湖村",400
"彰化縣社頭鄉崙雅村",357
"彰化縣社頭鄉平和村",335
"彰化縣社頭鄉廣福村",332
"彰化縣社頭鄉廣興村",1571
"彰化縣社頭鄉張厝村",417
"彰化縣社頭鄉新厝村",511
"彰化縣社頭鄉朝興村",391
"彰化縣社頭鄉東興村",525
"彰化縣社頭鄉松竹村",375
"彰化縣社頭鄉橋頭村",677
"彰化縣社頭鄉泰安村",332
"彰化縣社頭鄉清水村",415
"彰化縣社頭鄉湳底村",543
"彰化縣社頭鄉湳雅村",477
"彰化縣社頭鄉社頭村",1067
"彰化縣社頭鄉美雅村",456
"彰化縣社頭鄉舊社村",588
"彰化縣社頭鄉里仁村",370
"彰化縣社頭鄉龍井村",281
"彰化縣福興鄉三和村",326
"彰化縣福興鄉三汴村",448
"彰化縣福興鄉二港村",386
"彰化縣福興鄉元中村",391
"彰化縣福興鄉同安村",732
"彰化縣福興鄉外中村",380
"彰化縣福興鄉外埔村",461
"彰化縣福興鄉大崙村",393
"彰化縣福興鄉廈粘村",581
"彰化縣福興鄉橋頭村",999
"彰化縣福興鄉番婆村",775
"彰化縣福興鄉番社村",449
"彰化縣福興鄉社尾村",449
"彰化縣福興鄉福南村",800
"彰化縣福興鄉福寶村",376
"彰化縣福興鄉福興村",1223
"彰化縣福興鄉秀厝村",768
"彰化縣福興鄉萬豐村",285
"彰化縣福興鄉西勢村",621
"彰化縣福興鄉鎮平村",376
"彰化縣福興鄉頂粘村",650
"彰化縣福興鄉麥厝村",713
"彰化縣秀水鄉下崙村",630
"彰化縣秀水鄉埔崙村",643
"彰化縣秀水鄉安東村",1306
"彰化縣秀水鄉安溪村",724
"彰化縣秀水鄉曾厝村",530
"彰化縣秀水鄉福安村",1549
"彰化縣秀水鄉秀水村",552
"彰化縣秀水鄉義興村",425
"彰化縣秀水鄉莊雅村",861
"彰化縣秀水鄉金興村",593
"彰化縣秀水鄉金陵村",541
"彰化縣秀水鄉陝西村",435
"彰化縣秀水鄉馬興村",730
"彰化縣秀水鄉鶴鳴村",1005
"彰化縣竹塘鄉五庄村",509
"彰化縣竹塘鄉內新村",213
"彰化縣竹塘鄉土庫村",235
"彰化縣竹塘鄉小西村",268
"彰化縣竹塘鄉新廣村",406
"彰化縣竹塘鄉樹腳村",230
"彰化縣竹塘鄉民靖村",281
"彰化縣竹塘鄉永安村",219
"彰化縣竹塘鄉溪墘村",196
"彰化縣竹塘鄉田頭村",332
"彰化縣竹塘鄉竹元村",432
"彰化縣竹塘鄉竹塘村",714
"彰化縣竹塘鄉竹林村",289
"彰化縣竹塘鄉長安村",302
"彰化縣線西鄉下犁村",575
"彰化縣線西鄉塭仔村",382
"彰化縣線西鄉寓埔村",749
"彰化縣線西鄉德興村",408
"彰化縣線西鄉溝內村",378
"彰化縣線西鄉線西村",691
"彰化縣線西鄉頂庄村",375
"彰化縣線西鄉頂犁村",777
"彰化縣芬園鄉中崙村",338
"彰化縣芬園鄉同安村",401
"彰化縣芬園鄉嘉興村",543
"彰化縣芬園鄉圳墘村",233
"彰化縣芬園鄉大埔村",456
"彰化縣芬園鄉大竹村",371
"彰化縣芬園鄉楓坑村",187
"彰化縣芬園鄉溪頭村",556
"彰化縣芬園鄉社口村",841
"彰化縣芬園鄉竹林村",581
"彰化縣芬園鄉縣庄村",358
"彰化縣芬園鄉舊社村",571
"彰化縣芬園鄉芬園村",308
"彰化縣芬園鄉茄荖村",806
"彰化縣芬園鄉進芬村",319
"彰化縣花壇鄉三春村",633
"彰化縣花壇鄉中口村",263
"彰化縣花壇鄉中庄村",808
"彰化縣花壇鄉劉厝村",380
"彰化縣花壇鄉北口村",639
"彰化縣花壇鄉南口村",629
"彰化縣花壇鄉岩竹村",451
"彰化縣花壇鄉崙雅村",456
"彰化縣花壇鄉文德村",1121
"彰化縣花壇鄉橋頭村",1161
"彰化縣花壇鄉永春村",672
"彰化縣花壇鄉灣東村",339
"彰化縣花壇鄉灣雅村",316
"彰化縣花壇鄉白沙村",1745
"彰化縣花壇鄉花壇村",1260
"彰化縣花壇鄉金墩村",655
"彰化縣花壇鄉長春村",519
"彰化縣花壇鄉長沙村",1798
"彰化縣芳苑鄉三合村",778
"彰化縣芳苑鄉三成村",330
"彰化縣芳苑鄉五俊村",180
"彰化縣芳苑鄉仁愛村",299
"彰化縣芳苑鄉信義村",233
"彰化縣芳苑鄉博愛村",237
"彰化縣芳苑鄉和平村",266
"彰化縣芳苑鄉崙腳村",242
"彰化縣芳苑鄉建平村",699
"彰化縣芳苑鄉後寮村",348
"彰化縣芳苑鄉文津村",326
"彰化縣芳苑鄉新寶村",566
"彰化縣芳苑鄉新生村",426
"彰化縣芳苑鄉新街村",338
"彰化縣芳苑鄉民生村",240
"彰化縣芳苑鄉永興村",455
"彰化縣芳苑鄉漢寶村",1025
"彰化縣芳苑鄉王功村",707
"彰化縣芳苑鄉福榮村",228
"彰化縣芳苑鄉興仁村",442
"彰化縣芳苑鄉芳中村",192
"彰化縣芳苑鄉芳苑村",370
"彰化縣芳苑鄉草湖村",478
"彰化縣芳苑鄉路上村",241
"彰化縣芳苑鄉路平村",265
"彰化縣芳苑鄉頂廍村",221
"彰化縣鹿港鎮中興里",216
"彰化縣鹿港鎮埔崙里",1810
"彰化縣鹿港鎮大有里",472
"彰化縣鹿港鎮山崙里",948
"彰化縣鹿港鎮廖厝里",1203
"彰化縣鹿港鎮新宮里",334
"彰化縣鹿港鎮景福里",458
"彰化縣鹿港鎮東崎里",1710
"彰化縣鹿港鎮東石里",1446
"彰化縣鹿港鎮永安里",1746
"彰化縣鹿港鎮泰興里",485
"彰化縣鹿港鎮洋厝里",775
"彰化縣鹿港鎮洛津里",346
"彰化縣鹿港鎮海埔里",1113
"彰化縣鹿港鎮溝墘里",1249
"彰化縣鹿港鎮玉順里",411
"彰化縣鹿港鎮興化里",218
"彰化縣鹿港鎮草中里",990
"彰化縣鹿港鎮菜園里",333
"彰化縣鹿港鎮街尾里",826
"彰化縣鹿港鎮詔安里",614
"彰化縣鹿港鎮郭厝里",209
"彰化縣鹿港鎮長興里",113
"彰化縣鹿港鎮頂厝里",2717
"彰化縣鹿港鎮頂番里",1255
"彰化縣鹿港鎮順興里",408
"彰化縣鹿港鎮頭南里",646
"彰化縣鹿港鎮頭崙里",744
"彰化縣鹿港鎮龍山里",271
"新北市三峽區三峽里",129
"新北市三峽區中埔里",1069
"新北市三峽區中正里",1758
"新北市三峽區二鬮里",1331
"新北市三峽區五寮里",375
"新北市三峽區介壽里",2567
"新北市三峽區八張里",1431
"新北市三峽區嘉添里",792
"新北市三峽區大埔里",1410
"新北市三峽區安坑里",602
"新北市三峽區安溪里",2798
"新北市三峽區弘道里",435
"新北市三峽區成福里",329
"新北市三峽區插角里",372
"新北市三峽區有木里",370
"新北市三峽區永舘里",2761
"新北市三峽區添福里",425
"新北市三峽區溪北里",868
"新北市三峽區溪南里",570
"新北市三峽區溪東里",1028
"新北市三峽區礁溪里",2181
"新北市三峽區秀川里",284
"新北市三峽區竹崙里",906
"新北市三峽區金圳里",229
"新北市三峽區鳶山里",3776
"新北市三峽區龍埔里",3497
"新北市三峽區龍學里",6373
"新北市三峽區龍恩里",2524
"新北市三芝區八賢里",151
"新北市三芝區古庄里",508
"新北市三芝區圓山里",213
"新北市三芝區埔坪里",2911
"新北市三芝區埔頭里",2131
"新北市三芝區店子里",266
"新北市三芝區後厝里",1113
"新北市三芝區新庄里",362
"新北市三芝區橫山里",227
"新北市三芝區福德里",358
"新北市三芝區興華里",521
"新北市三芝區茂長里",302
"新北市三芝區錫板里",297
"新北市三重區三安里",1234
"新北市三重區三民里",1296
"新北市三重區中央里",799
"新北市三重區中山里",1145
"新北市三重區中正里",568
"新北市三重區中民里",539
"新北市三重區中興里",1493
"新北市三重區二重里",589
"新北市三重區五常里",1482
"新北市三重區五福里",1594
"新北市三重區五華里",2058
"新北市三重區五谷里",735
"新北市三重區五順里",1447
"新北市三重區仁德里",856
"新北市三重區仁忠里",1255
"新北市三重區仁義里",448
"新北市三重區仁華里",1680
"新北市三重區介壽里",514
"新北市三重區信安里",855
"新北市三重區光明里",2974
"新北市三重區光榮里",656
"新北市三重區光正里",1269
"新北市三重區光田里",1912
"新北市三重區光華里",876
"新北市三重區光輝里",634
"新北市三重區光陽里",2558
"新北市三重區六合里",1505
"新北市三重區六福里",2017
"新北市三重區博愛里",1635
"新北市三重區厚德里",1434
"新北市三重區吉利里",637
"新北市三重區同安里",575
"新北市三重區同慶里",738
"新北市三重區國隆里",1091
"新北市三重區培德里",1442
"新北市三重區大同里",902
"新北市三重區大園里",1067
"新北市三重區大安里",670
"新北市三重區大德里",352
"新北市三重區大有里",1987
"新北市三重區奕壽里",770
"新北市三重區安慶里",879
"新北市三重區富福里",775
"新北市三重區富華里",1318
"新北市三重區富貴里",2706
"新北市三重區尚德里",1235
"新北市三重區崇德里",1525
"新北市三重區平和里",651
"新北市三重區幸福里",1830
"新北市三重區德厚里",173
"新北市三重區忠孝里",723
"新北市三重區慈化里",941
"新北市三重區慈惠里",832
"新北市三重區慈愛里",1388
"新北市三重區慈生里",896
"新北市三重區慈祐里",1762
"新北市三重區慈福里",952
"新北市三重區成功里",2676
"新北市三重區承德里",671
"新北市三重區文化里",950
"新北市三重區正安里",845
"新北市三重區正德里",507
"新北市三重區正義里",766
"新北市三重區民生里",1727
"新北市三重區永吉里",1220
"新北市三重區永安里",1580
"新北市三重區永德里",1917
"新北市三重區永春里",783
"新北市三重區永清里",2039
"新北市三重區永煇里",957
"新北市三重區永發里",2158
"新北市三重區永盛里",1277
"新北市三重區永福里",2023
"新北市三重區永興里",609
"新北市三重區永豐里",2117
"新北市三重區永順里",1837
"新北市三重區清和里",1811
"新北市三重區溪美里",3180
"新北市三重區瑞德里",922
"新北市三重區田中里",2319
"新北市三重區田安里",2387
"新北市三重區田心里",1584
"新北市三重區碧華里",3143
"新北市三重區福利里",1058
"新北市三重區福安里",1238
"新北市三重區福德里",1694
"新北市三重區福星里",463
"新北市三重區福樂里",1539
"新北市三重區福民里",1340
"新北市三重區福田里",1265
"新北市三重區福祉里",2265
"新北市三重區福隆里",1806
"新北市三重區秀江里",555
"新北市三重區立德里",1298
"新北市三重區維德里",1162
"新北市三重區自強里",741
"新北市三重區菜寮里",857
"新北市三重區萬壽里",820
"新北市三重區谷王里",357
"新北市三重區過田里",4980
"新北市三重區重新里",612
"新北市三重區重明里",1450
"新北市三重區重陽里",1420
"新北市三重區錦安里",785
"新北市三重區錦江里",938
"新北市三重區錦田里",839
"新北市三重區錦通里",646
"新北市三重區長元里",1019
"新北市三重區長安里",889
"新北市三重區長江里",897
"新北市三重區長泰里",926
"新北市三重區長生里",376
"新北市三重區長福里",634
"新北市三重區開元里",618
"新北市三重區雙園里",418
"新北市三重區頂崁里",867
"新北市三重區順德里",885
"新北市三重區龍濱里",1226
"新北市三重區龍門里",779
"新北市中和區中原里",2210
"新北市中和區中安里",2096
"新北市中和區中山里",1128
"新北市中和區中正里",1572
"新北市中和區中興里",2786
"新北市中和區仁和里",1561
"新北市中和區佳和里",2039
"新北市中和區信和里",1637
"新北市中和區內南里",1829
"新北市中和區冠穗里",1297
"新北市中和區力行里",2463
"新北市中和區南山里",2181
"新北市中和區吉興里",1296
"新北市中和區和興里",1838
"新北市中和區員富里",1362
"新北市中和區員山里",2673
"新北市中和區嘉慶里",1660
"新北市中和區嘉新里",1438
"新北市中和區嘉穗里",948
"新北市中和區國光里",1501
"新北市中和區國華里",1315
"新北市中和區壽南里",933
"新北市中和區壽德里",1819
"新北市中和區外南里",4011
"新北市中和區安和里",1373
"新北市中和區安平里",2643
"新北市中和區安樂里",1588
"新北市中和區安穗里",1810
"新北市中和區安順里",1942
"新北市中和區宜安里",810
"新北市中和區崇南里",1736
"新北市中和區平河里",3780
"新北市中和區廟美里",1739
"新北市中和區建和里",1433
"新北市中和區復興里",2079
"新北市中和區德穗里",1755
"新北市中和區德行里",2784
"新北市中和區忠孝里",1871
"新北市中和區文元里",2043
"新北市中和區新南里",3510
"新北市中和區明德里",1551
"新北市中和區明穗里",1678
"新北市中和區景南里",1332
"新北市中和區景安里",2020
"新北市中和區景平里",2493
"新北市中和區景文里",1385
"新北市中和區景新里",1465
"新北市中和區景本里",880
"新北市中和區景福里",2413
"新北市中和區東南里",1745
"新北市中和區枋寮里",1499
"新北市中和區橫路里",131
"新北市中和區正南里",1369
"新北市中和區正行里",1270
"新北市中和區民享里",942
"新北市中和區民安里",1873
"新北市中和區民有里",1113
"新北市中和區民生里",1778
"新北市中和區泰安里",1449
"新北市中和區清穗里",1282
"新北市中和區漳和里",1550
"新北市中和區灰󿾨里",253
"新北市中和區瑞穗里",996
"新北市中和區瓦󿾨里",2147
"新北市中和區碧河里",1682
"新北市中和區福南里",1562
"新北市中和區福和里",1481
"新北市中和區福善里",1840
"新北市中和區福真里",1701
"新北市中和區福祥里",2107
"新北市中和區福美里",1735
"新北市中和區秀仁里",1407
"新北市中和區秀士里",1078
"新北市中和區秀山里",1774
"新北市中和區秀峰里",1862
"新北市中和區秀成里",1364
"新北市中和區秀明里",2354
"新北市中和區秀景里",2850
"新北市中和區秀水里",1573
"新北市中和區秀福里",1948
"新北市中和區秀義里",1089
"新北市中和區積穗里",3447
"新北市中和區自強里",1912
"新北市中和區興南里",1260
"新北市中和區華南里",2084
"新北市中和區華新里",2863
"新北市中和區連和里",1239
"新北市中和區連城里",2612
"新北市中和區錦中里",1528
"新北市中和區錦和里",2052
"新北市中和區錦昌里",980
"新北市中和區錦盛里",1449
"新北市中和區頂南里",1138
"新北市五股區五福里",1313
"新北市五股區五股里",1841
"新北市五股區五龍里",478
"新北市五股區六福里",1428
"新北市五股區德泰里",1653
"新北市五股區德音里",1979
"新北市五股區成功里",2209
"新北市五股區成州里",2157
"新北市五股區成德里",1065
"新北市五股區成泰里",2663
"新北市五股區更寮里",468
"新北市五股區民義里",1242
"新北市五股區水碓里",2866
"新北市五股區福德里",1236
"新北市五股區興珍里",1687
"新北市五股區觀音里",545
"新北市五股區貿商里",1230
"新北市五股區陸一里",1025
"新北市五股區集福里",1510
"新北市五股區集賢里",1401
"新北市八里區下罟里",514
"新北市八里區埤頭里",1518
"新北市八里區大崁里",1113
"新北市八里區米倉里",1371
"新北市八里區舊城里",2749
"新北市八里區荖阡里",623
"新北市八里區訊塘里",1800
"新北市八里區長坑里",450
"新北市八里區頂罟里",775
"新北市八里區龍源里",3122
"新北市土城區中正里",1268
"新北市土城區員仁里",2021
"新北市土城區員信里",1659
"新北市土城區員林里",2273
"新北市土城區員福里",2090
"新北市土城區土城里",823
"新北市土城區埤塘里",2804
"新北市土城區埤林里",3140
"新北市土城區大安里",1936
"新北市土城區學士里",1792
"新北市土城區學府里",1269
"新北市土城區學成里",1184
"新北市土城區安和里",1832
"新北市土城區峯廷里",2628
"新北市土城區平和里",2446
"新北市土城區廣福里",2068
"新北市土城區廣興里",1332
"新北市土城區延吉里",1588
"新北市土城區延和里",2468
"新北市土城區延壽里",1724
"新北市土城區延祿里",1584
"新北市土城區廷寮里",1729
"新北市土城區復興里",1686
"新北市土城區日和里",2185
"新北市土城區日新里",1738
"新北市土城區明德里",2376
"新北市土城區柑林里",1298
"新北市土城區樂利里",1990
"新北市土城區永富里",1951
"新北市土城區永寧里",3187
"新北市土城區永豐里",1651
"新北市土城區沛陂里",1814
"新北市土城區清化里",630
"新北市土城區清和里",2222
"新北市土城區清水里",2959
"新北市土城區清溪里",2733
"新北市土城區瑞興里",1249
"新北市土城區祖田里",610
"新北市土城區裕生里",2134
"新北市土城區貨饒里",1488
"新北市土城區金城里",2371
"新北市土城區長風里",813
"新北市土城區青山里",1090
"新北市土城區青雲里",1110
"新北市土城區頂埔里",1908
"新北市土城區頂新里",1105
"新北市土城區頂福里",1965
"新北市坪林區上德里",334
"新北市坪林區坪林里",460
"新北市坪林區大林里",468
"新北市坪林區水德里",275
"新北市坪林區漁光里",399
"新北市坪林區石𥕢里",198
"新北市坪林區粗窟里",362
"新北市平溪區十分里",445
"新北市平溪區南山里",213
"新北市平溪區嶺腳里",324
"新北市平溪區平湖里",96
"新北市平溪區平溪里",117
"新北市平溪區新寮里",98
"新北市平溪區望古里",103
"新北市平溪區東勢里",244
"新北市平溪區白石里",134
"新北市平溪區石底里",226
"新北市平溪區菁桐里",139
"新北市平溪區薯榔里",212
"新北市新店區下城里",1377
"新北市新店區中央里",2569
"新北市新店區中山里",2300
"新北市新店區中正里",2676
"新北市新店區中興里",4023
"新北市新店區中華里",1942
"新北市新店區五峯里",3092
"新北市新店區仁愛里",924
"新北市新店區信義里",3009
"新北市新店區公崙里",4349
"新北市新店區吉祥里",1814
"新北市新店區和平里",400
"新北市新店區員潭里",2038
"新北市新店區國校里",1107
"新北市新店區國豐里",1435
"新北市新店區塗潭里",344
"新北市新店區大同里",1766
"新北市新店區大豐里",1580
"新北市新店區大鵬里",1266
"新北市新店區太平里",1343
"新北市新店區安和里",2886
"新北市新店區安昌里",2294
"新北市新店區寶安里",2599
"新北市新店區寶福里",3177
"新北市新店區寶興里",2420
"新北市新店區小城里",1446
"新北市新店區屈尺里",881
"新北市新店區廣明里",409
"新北市新店區廣興里",599
"新北市新店區建國里",1344
"新北市新店區張北里",3557
"新北市新店區張南里",1064
"新北市新店區復興里",1457
"新北市新店區德安里",2331
"新北市新店區忠孝里",1291
"新北市新店區忠誠里",1094
"新北市新店區文中里",794
"新北市新店區文明里",952
"新北市新店區新和里",1720
"新北市新店區新安里",1983
"新北市新店區新店里",794
"新北市新店區新德里",1216
"新北市新店區新生里",2604
"新北市新店區日興里",2230
"新北市新店區明城里",1397
"新北市新店區明德里",1765
"新北市新店區柴埕里",3568
"新北市新店區永安里",2004
"新北市新店區永平里",2169
"新北市新店區江陵里",2332
"新北市新店區玫瑰里",2322
"新北市新店區百和里",1408
"新北市新店區百忍里",1633
"新北市新店區百福里",1506
"新北市新店區直潭里",457
"新北市新店區福德里",1662
"新北市新店區福民里",1780
"新北市新店區粗坑里",1346
"新北市新店區美城里",1078
"新北市新店區美潭里",2141
"新北市新店區華城里",1185
"新北市新店區達觀里",1901
"新北市新店區長春里",1147
"新北市新店區雙坑里",313
"新北市新店區雙城里",2127
"新北市新店區青潭里",2248
"新北市新店區頂城里",676
"新北市新店區香坡里",4542
"新北市新店區龜山里",703
"新北市新莊區中信里",3111
"新北市新莊區中全里",1292
"新北市新莊區中原里",3728
"新北市新莊區中和里",1688
"新北市新莊區中宏里",1355
"新北市新莊區中平里",3451
"新北市新莊區中泰里",1793
"新北市新莊區中港里",2203
"新北市新莊區中美里",2198
"新北市新莊區中華里",1133
"新北市新莊區中誠里",861
"新北市新莊區中隆里",1768
"新北市新莊區丹鳳里",3065
"新北市新莊區仁愛里",1042
"新北市新莊區仁義里",1451
"新北市新莊區信義里",2048
"新北市新莊區光和里",945
"新北市新莊區光明里",1529
"新北市新莊區光榮里",1523
"新北市新莊區光正里",1600
"新北市新莊區光華里",2675
"新北市新莊區全安里",1800
"新北市新莊區全泰里",1940
"新北市新莊區八德里",1211
"新北市新莊區化成里",1308
"新北市新莊區南港里",1959
"新北市新莊區合鳳里",1652
"新北市新莊區和平里",1735
"新北市新莊區四維里",1813
"新北市新莊區國泰里",574
"新北市新莊區富國里",905
"新北市新莊區富民里",1469
"新北市新莊區幸福里",1625
"新北市新莊區建安里",2460
"新北市新莊區建福里",907
"新北市新莊區後德里",1085
"新北市新莊區後港里",2539
"新北市新莊區忠孝里",1890
"新北市新莊區思源里",2113
"新北市新莊區思賢里",1555
"新北市新莊區恆安里",1682
"新北市新莊區成德里",1791
"新北市新莊區文德里",721
"新北市新莊區文明里",677
"新北市新莊區文聖里",1464
"新北市新莊區文衡里",823
"新北市新莊區昌信里",1391
"新北市新莊區昌平里",2576
"新北市新莊區昌明里",1287
"新北市新莊區昌隆里",1704
"新北市新莊區榮和里",2742
"新北市新莊區民全里",1332
"新北市新莊區民安里",2091
"新北市新莊區民有里",1543
"新北市新莊區民本里",1151
"新北市新莊區泰豐里",995
"新北市新莊區海山里",2100
"新北市新莊區營盤里",918
"新北市新莊區瓊林里",2161
"新北市新莊區祥鳳里",891
"新北市新莊區福基里",1842
"新北市新莊區福營里",1078
"新北市新莊區福興里",2087
"新北市新莊區立人里",895
"新北市新莊區立功里",1404
"新北市新莊區立基里",2328
"新北市新莊區立廷里",4618
"新北市新莊區立德里",984
"新北市新莊區立志里",1531
"新北市新莊區立泰里",1847
"新北市新莊區立言里",1866
"新北市新莊區自信里",971
"新北市新莊區自強里",1148
"新北市新莊區自立里",2180
"新北市新莊區興漢里",1411
"新北市新莊區萬安里",1458
"新北市新莊區裕民里",2622
"新北市新莊區西盛里",3975
"新北市新莊區豐年里",1368
"新北市新莊區雙鳳里",4196
"新北市新莊區頭前里",3139
"新北市新莊區龍安里",822
"新北市新莊區龍福里",849
"新北市新莊區龍鳳里",3509
"新北市板橋區中山里",1647
"新北市板橋區中正里",1620
"新北市板橋區九如里",1071
"新北市板橋區五權里",1571
"新北市板橋區仁愛里",1163
"新北市板橋區仁翠里",1110
"新北市板橋區介壽里",1204
"新北市板橋區信義里",1672
"新北市板橋區僑中里",1408
"新北市板橋區光仁里",1039
"新北市板橋區光復里",1315
"新北市板橋區光榮里",1001
"新北市板橋區光華里",1097
"新北市板橋區公舘里",1477
"新北市板橋區吉翠里",1375
"新北市板橋區和平里",1632
"新北市板橋區國光里",1570
"新北市板橋區國泰里",1462
"新北市板橋區埔墘里",2548
"新北市板橋區埤墘里",1684
"新北市板橋區堂春里",1505
"新北市板橋區大安里",1542
"新北市板橋區大觀里",1330
"新北市板橋區大豐里",1781
"新北市板橋區宏翠里",2165
"新北市板橋區富貴里",853
"新北市板橋區居仁里",1207
"新北市板橋區崑崙里",3671
"新北市板橋區嵐翠里",979
"新北市板橋區幸福里",1504
"新北市板橋區廣德里",2574
"新北市板橋區廣新里",1289
"新北市板橋區廣福里",1562
"新北市板橋區建國里",1423
"新北市板橋區後埔里",1611
"新北市板橋區復興里",337
"新北市板橋區德翠里",2688
"新北市板橋區忠翠里",4335
"新北市板橋區忠誠里",1664
"新北市板橋區懷翠里",2235
"新北市板橋區成和里",2406
"新北市板橋區振義里",1633
"新北市板橋區振興里",1672
"新北市板橋區挹秀里",739
"新北市板橋區文化里",1344
"新北市板橋區文德里",1184
"新北市板橋區文翠里",1585
"新北市板橋區文聖里",1434
"新北市板橋區新埔里",882
"新北市板橋區新民里",1720
"新北市板橋區新海里",1249
"新北市板橋區新生里",1551
"新北市板橋區新翠里",3046
"新北市板橋區新興里",1496
"新北市板橋區明翠里",1965
"新北市板橋區景星里",1458
"新北市板橋區朝陽里",1252
"新北市板橋區東丘里",1714
"新北市板橋區東安里",932
"新北市板橋區松柏里",927
"新北市板橋區松翠里",1398
"新北市板橋區柏翠里",1742
"新北市板橋區歡園里",496
"新北市板橋區正泰里",1087
"新北市板橋區民安里",860
"新北市板橋區民族里",1781
"新北市板橋區民權里",1066
"新北市板橋區民生里",928
"新北市板橋區永安里",1412
"新北市板橋區江翠里",1787
"新北市板橋區流芳里",639
"新北市板橋區浮洲里",1431
"新北市板橋區海山里",2853
"新北市板橋區深丘里",3692
"新北市板橋區港嘴里",2422
"新北市板橋區港尾里",1099
"新北市板橋區港德里",1939
"新北市板橋區湳興里",2330
"新北市板橋區溪北里",1345
"新北市板橋區溪洲里",2189
"新北市板橋區溪福里",5096
"新北市板橋區溪頭里",2410
"新北市板橋區滿翠里",1148
"新北市板橋區漢生里",1691
"新北市板橋區玉光里",2151
"新北市板橋區留侯里",694
"新北市板橋區百壽里",936
"新北市板橋區社後里",4767
"新北市板橋區福丘里",2179
"新北市板橋區福壽里",1263
"新北市板橋區福安里",1021
"新北市板橋區福德里",1975
"新北市板橋區福星里",1342
"新北市板橋區福祿里",1578
"新北市板橋區福翠里",557
"新北市板橋區純翠里",2078
"新北市板橋區聚安里",2019
"新北市板橋區聯翠里",1645
"新北市板橋區自強里",2049
"新北市板橋區自立里",1095
"新北市板橋區莊敬里",1634
"新北市板橋區莒光里",1173
"新北市板橋區華中里",1934
"新北市板橋區華德里",2945
"新北市板橋區華東里",2905
"新北市板橋區華江里",3138
"新北市板橋區華福里",779
"新北市板橋區華翠里",1403
"新北市板橋區華興里",1587
"新北市板橋區華貴里",1020
"新北市板橋區西安里",1057
"新北市板橋區赤松里",318
"新北市板橋區鄉雲里",1570
"新北市板橋區重慶里",3325
"新北市板橋區金華里",1470
"新北市板橋區長壽里",1018
"新北市板橋區長安里",1742
"新北市板橋區陽明里",1045
"新北市板橋區雙玉里",1530
"新北市板橋區青翠里",1208
"新北市板橋區香丘里",1481
"新北市板橋區香社里",1586
"新北市板橋區香雅里",981
"新北市板橋區黃石里",441
"新北市板橋區龍安里",1092
"新北市板橋區龍翠里",1982
"新北市林口區下福里",490
"新北市林口區中湖里",1380
"新北市林口區仁愛里",2701
"新北市林口區南勢里",7427
"新北市林口區嘉寶里",363
"新北市林口區太平里",628
"新北市林口區東勢里",2346
"新北市林口區東林里",1521
"新北市林口區林口里",2128
"新北市林口區湖北里",504
"新北市林口區湖南里",8405
"新北市林口區瑞平里",334
"新北市林口區菁湖里",1610
"新北市林口區西林里",3772
"新北市林口區頂福里",412
"新北市林口區麗園里",1519
"新北市林口區麗林里",3671
"新北市樹林區三多里",1446
"新北市樹林區三福里",1529
"新北市樹林區三興里",1807
